,marca,modelo,anio,carroceria,traccion,combustible,transmision,asientos,color,kilometraje,verificacion,precio
1782,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1783,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1784,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1785,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1786,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1787,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1788,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1789,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1790,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1791,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1792,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1793,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1794,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1795,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1796,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1797,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1798,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1799,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1800,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1801,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1802,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1803,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1804,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1805,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1806,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1807,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1808,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1809,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1810,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1811,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1812,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1813,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1814,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1815,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1816,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1817,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1818,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1819,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1820,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1821,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1822,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1823,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1824,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1825,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1826,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1827,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1828,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1829,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1830,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1831,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1832,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1833,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1834,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1835,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1836,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1837,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1838,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1839,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1840,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1841,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1842,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1843,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1844,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1845,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1846,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1847,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1848,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1849,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1850,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1851,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1852,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1853,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1854,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1855,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1856,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1857,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1858,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1859,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1860,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1861,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1862,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1863,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1864,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1865,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1866,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1867,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1868,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1869,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1870,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1871,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1872,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1873,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1874,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1875,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1876,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1877,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1878,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1879,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1880,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1881,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1882,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1883,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1884,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1885,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1886,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1887,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1888,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1889,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1890,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1891,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1892,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1893,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1894,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1895,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1896,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1897,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1898,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1899,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1900,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1901,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1902,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1903,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1904,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1905,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1906,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1907,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1908,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1909,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1910,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1911,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1912,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1913,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1914,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1915,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1916,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1917,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1918,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1919,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1920,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1921,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1922,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1923,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1924,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1925,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1926,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1927,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1928,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1929,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1930,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1931,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1932,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1933,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1934,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1935,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1936,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1937,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1938,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1939,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1940,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1941,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
1942,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1943,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1944,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1945,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1946,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1947,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1948,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1949,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1950,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1951,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1952,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1953,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1954,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1955,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1956,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1957,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1958,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1959,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
1960,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
1961,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1962,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1963,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1964,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1965,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1966,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1967,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1968,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1969,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1970,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1971,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1972,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1973,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1974,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1975,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1976,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1977,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1978,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
1979,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
1980,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
1981,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
1982,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
1983,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
1984,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
1985,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
1986,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
1987,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
1988,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
1989,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
1990,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
1991,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
1992,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
1993,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
1994,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
1995,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
1996,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
1997,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
1998,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
1999,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2000,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2001,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2002,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2003,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2004,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2005,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2006,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2007,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2008,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2009,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2010,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2011,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2012,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2013,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2014,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2015,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
2016,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2017,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2018,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2019,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2020,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2021,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2022,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2023,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2024,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2025,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2026,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2027,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2028,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2029,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2030,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2031,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2032,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2033,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2034,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2035,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2036,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2037,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
2038,hyundai,tucson,2016-01-01,pickup,4x2,gasolina,automatica,tela,gris,65000,,10500
2039,tesla,model 3,2018-01-01,sedan,4x4,electrico,automatica,cuero vegano,red multi-coat,44000,93.0,55000
2040,nissan,x-trail,2023-01-01,suv,4x2,gasolina,automatica,tela,plateado,43000,,26500
2041,renault,captur,2018-01-01,suv,4x2,gasolina,automatica,tela,blanco,98200,,6900
2042,bmw,318i,2017-01-01,sedan,4x2,gasolina,automatica,cuero,gris,75000,,13900
2043,mercedes-benz,-benz -benz amg gle 63s coupe,2016-01-01,suv,4x4,gasolina,automatica,cuero,gris,48000,92.0,85000
2044,honda,crv,2021-01-01,suv,4x2,gasolina,automatica,tela,rojo,72000,,23100
2045,audi,q3,2012-01-01,suv,4x4,gasolina,automatica,cuero,gris,69602,,8300
2046,hyundai,accent,2016-01-01,sedan,4x2,gasolina,manual,tela,plateado,107413,,6800
2047,toyota,corolla se,2019-01-01,sedan,4x2,gasolina,automatica,cuero,azul marino,78000,95.0,17500
2048,toyota,corolla,2021-01-01,sedan,4x2,gasolina,automatica,tela,rojo,52000,,16500
2049,nissan,navara,2015-01-01,pickup,4x4,diesel,automatica,cuero,gris plata,360000,,14000
2050,hyundai,i20-active,2017-01-01,suv,4x2,gasolina,manual,algodon,gris raton,114000,,7500
2051,nissan,x-trail,2013-01-01,suv,4x2,gasolina,automatica,tela,negro,190000,,6500
2052,kia,rio,2016-01-01,sedan,4x2,gasolina,automatica,tela,gris,96000,,6900
2053,kia,rio,2018-01-01,sedan,4x2,gasolina,automatica,tela,azul,120000,,8999
2054,kia,cerato,2015-01-01,sedan,4x2,gasolina,automatica,tela,negro,170000,,7700
2055,bmw,218i gran coupi¿½,2020-01-01,coupe,4x2,gasolina,automatica,cuero,blanco,42000,,22000
2056,honda,civic,2016-01-01,sedan,4x2,gasolina,automatica,tela,crema,140000,,9999
2057,mini,cooper,2020-01-01,hatchback,4x2,gasolina,automatica,cuero suave,negro,30500,,19250
2058,tesla,model x,2022-01-01,suv,4x4,electrico,automatica,cuero,midnight silver metallic,6200,95.0,89000
2059,subaru,xv,2017-01-01,suv,4x4,gasolina,automatica,cuero,azul,69000,,13300
2060,suzuki,ciaz,2020-01-01,sedan,4x2,gasolina,automatica,tela,gris,85000,,8500
